work_id,conference_label,conference_short_title,conference_theme_title,conference_year,conference_organizers,conference_series,conference_hosting_institutions,conference_city,conference_state,conference_country,conference_url,work_title,work_url,work_authors,work_type,parent_work_id,keywords,languages,topics,cld3,cld2,cld3vscld2
2056,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Seeing the Trees & Understanding the Forest,NA,John Joseph Montague;Geoffrey Rockwell;Stan Ruecker;Stéfan Sinclair;Susan Brown;Ryan Chartier;Luciano Frizzera;John Edward Simpson,"paper, specified ""long paper""",NA,data-exploration;design;interface;text-analysis;visualization,NA,NA,en,en,same
2057,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Semantic Blumenbach: Exploration of text-object relationship with sematic web technologies in the history of science,NA,Jorg Wettlaufer,poster / demo / art installation,NA,historical texts;history of science;ner;semantic web;wisski,NA,NA,en,en,same
2058,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Sentiment Analysis for the Humanities: the Case of Historical Texts,NA,Alessandro Marchetti;Rachele Sprugnoli;Sara Tonelli,"paper, specified ""long paper""",NA,historical texts;nlp;sentiment analysis,NA,NA,en,en,same
2059,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"Sequence, Tree and Graph at the Tip of Your Java Classes",NA,Øyvind Eide,"paper, specified ""long paper""",NA,conceptual modelling;graph structure;text modelling;tree structure,NA,NA,en,en,same
2060,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Shedding Light on Dickens' Style Through Representativeness & Distinctiveness,NA,Carmen Klaussner;John Nerbonne;Çagri Çöltekin,poster / demo / art installation,NA,authorship attribution;dickens' style;stylometry,NA,NA,NA,en,NA
2061,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Simulating the Cultural Evolution of Literary Genres,NA,Graham Alexander Sack;Daniel Wu;Benji Zusman,"paper, specified ""long paper""",NA,agent based modeling;cultural evolution;genre,NA,NA,en,en,same
2062,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Single Page Apps for Humanists: A Case Study using the Perseus Richmond Times Corpus,NA,Trevor Borg;George Kuriakose Thiruvathukal,"paper, specified ""short paper""",NA,ajax;archives;cloud;encoding;precomputation;preprocessing;single-page application;spa;tei;xml,NA,NA,en,en,same
2063,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Six terms fundamental to modelling transcription,NA,Paul Caton,"paper, specified ""long paper""",NA,definition;model;theory;transcription,NA,NA,NA,en,NA
2064,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Small-Scale Big Data: Experimental Literature and Distributed Computing,NA,Aaron Mauro,"paper, specified ""short paper""",NA,algorithmic analysis;distant reading;distributed computing;experimental literature;topic modelling,NA,NA,en,en,same
2065,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,SNAP:DRGN - Standards for Networking Ancient Prosopographies: Data and Relations in Greco-roman Names,NA,Francesco Beretta;Gabriel Bodard;John Bradley;Mark Depauw;Janna Hennicke;Katharine Keats-Rohan;Fabian Körner;Anke Maiwald;Sebastian Rahtz;Thomas Riechert,poster / demo / art installation,NA,digital prosopography;historical sciences;interoperability;open linked data,NA,NA,en,en,same
2066,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Socially-Derived Linking and Data Sharing within a Virtual Laboratory for the Humanities,NA,Toby Nicolas Burrows;Deb Verhoeven;Alex Hawker,"paper, specified ""long paper""",NA,data linking;data sharing;virtual laboratories,NA,NA,en,en,same
2067,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Speaking in Code,NA,Bethany Nowviskie;Eric Rochester;Wayne Graham;Jeremy Boggs;David William McClure;Scott Bailey,poster / demo / art installation,NA,community;discourse;diversity;software development;tacit knowledge,NA,NA,NA,en,NA
2068,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Spectacle vivant et technologie numérique: du laboratoire scientifique au plateau de théâtre,NA,Izabella Pluta;Jean-Paul Fourmentraux;Franck Bauchard;Clarisse Bardiot,panel / roundtable,NA,création;numérique;recherche;robotique;scène,NA,NA,fr,fr,same
2069,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,SpokenWeb: Developing a Comprehensive Web-Based Digital Spoken Word Archive for Literary Research,NA,Ashley Clarkson,poster / demo / art installation,NA,literary studies;oral history;poetry;sound archive;spokenweb,NA,NA,en,en,same
2070,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Spreading DiRT: extending the Digital Research Tools directory,NA,Quinn Dombrowski;Matthew K. Gold,poster / demo / art installation,NA,apis;integration;tools,NA,NA,en,en,same
2071,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,STAK - Serendipitous Tool for Augmenting Knowledge: Bridging Gaps between Digital and Physical Resources,NA,Kim Martin;Brian Greenspan;Anabel Quan-Haase,"paper, specified ""long paper""",NA,humanities research habits;libaries;locative media;serendipity,NA,NA,en,en,same
2072,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"Starting the Conversation: Literary Studies, Algorithmic Opacity, and Computer-Assisted Literary Insight",NA,Aaron Louis Plasek;David L. Hoover,"paper, specified ""long paper""",NA,algorithmic criticism;computational stylistics;deformance;literary interpretation;speculative humanities,NA,NA,en,en,same
2073,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Student Collaborators in Digital Humanities Outreach and Advocacy: Strategies and Examples from the IDHMC at Texas A&M University,NA,Maura Ives;Amy Earhart;Elizabeth Grumbach;Laura Mandell,"paper, specified ""short paper""",NA,centers;collaboration;ethics;outreach;students,NA,NA,en,en,same
2074,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"Stylometry of Collaborations: Dickens, Collins and their collaborative writings",NA,Tomoji Tabata,"paper, specified ""long paper""",NA,collaboration;dickens;rolling delta;style;stylometry,NA,NA,en,en,same
2075,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"Stylometry, Network Analysis, and Latin Literature",NA,Maciej Eder,poster / demo / art installation,NA,computational stylistics;latin literature;network analysis;stylometry;visualization,NA,NA,NA,en,NA
2076,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"Supporting ""Distant Reading"" for Web Archives",NA,Jimmy Lin;Kari Kraus;Ricardo L. Punzalan,"paper, specified ""long paper""",NA,analysis;big data;infrastructure;preservation;web-archiving,NA,NA,en,en,same
2077,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Supporting cross-media analyses by automatically linking multiple collections,NA,Martijn Kleppe;Kemman Max,poster / demo / art installation,NA,linked open data;newspapers;parliamentary debates;radio bulletins;semantic web,NA,NA,en,en,same
2078,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Sustainability?! Four Paradigms for Humanities Data Centers,NA,Patrick Sahle;Simone Kronenwett;Jonathan Blumtritt,poster / demo / art installation,NA,data;humanities data center;resources;sustainability,NA,NA,en,en,same
2079,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Swiss Voice App: A smartphone application for crowdsourcing Swiss German dialect data,NA,Marie-José Kolly;Adrian Leemann;Volker Dellwo;Jean-Philippe Goldman;Ingrid Hove;Ibrahim Almajai,"paper, specified ""short paper""",NA,crowdsourcing data;mobile application;swiss german dialects;users' voice profile,NA,NA,en,en,same
2080,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,SyMoGIH project and Geo-Larhra: A method and a collaborative platform for a digital historical atlas,NA,Claire-Charlotte Butez;Francesco Beretta,"paper, specified ""short paper""",NA,database;digital historical atlas;historical gis;maps;spatial history,NA,NA,en,en,same
2081,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Taco: A Metadata System for Hierarchical Structured Data Collections,NA,Thomas Zastrow;Karin Gross,poster / demo / art installation,NA,components;hierarchy;metadata,NA,NA,en,en,same
2082,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Taking a Global Perspective on the Skills and Competencies Important to Digital Scholarship,NA,Lisa Spiro;Jon Cawthorne;Vivian Lewis;Xuemao Wang,poster / demo / art installation,NA,digital scholarship;organizational capacity;training;workforce development,NA,NA,en,en,same
2083,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"Taking manuscripts apart, and putting them together",NA,R. Douglas Emery;Dot (Dorothy Carr) Porter;Alberto Campagnolo,poster / demo / art installation,NA,medieval manuscripts;palimpsests;physical collation;visualization,NA,NA,en,en,same
2084,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,TEI Customization for enconding paratexts in spanish printed books (XV-XVIII),NA,María Dolores Martos Pérez;Nieves Baranda Leturio;María Carmen Marín Pina,poster / demo / art installation,NA,customization;encoding;paratexts;spanish literature,NA,NA,NA,en,NA
2085,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,Text Mining Plato's Dialogues,NA,Edith Gwendolyn Nally,"paper, specified ""short paper""",NA,ancient greek;close reading;philosophy;plato;text mining,NA,NA,en,NA,NA
2086,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,"TextGrid: Creating, publishing and archiving digital editions and other data from the arts and humanities via a Virtual Research Environment and its repository",NA,Sibylle Söring;Ubbo Veentjer;Stefan Funk,poster / demo / art installation,NA,data curation;scholarly editing;virtual research environments,NA,NA,en,en,same
2087,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,The Ancient Coins of Thrace: A Numismatic Web Portal,NA,Elise Walther,"paper, specified ""short paper""",NA,data base;numismatics;web portal,NA,NA,en,en,same
2088,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,The Annotated Star: A Collaborative Digital Edition of Rosenzweig's Star of Redemption,NA,Matthew Handelman;Ynon Wygoda;Shay Rojansky;Sinai Rusinek,poster / demo / art installation,NA,annotation;german;jewish;quotes;rosenzweig,NA,NA,en,en,same
2089,2014 - Lausanne,Lausanne,Digital Cultural Empowerment,2014,ADHO,ADHO,École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne,Lausanne,NA,Switzerland,https://web.archive.org/web/20161227182033/https://dh2014.org/program/,The Arabic Papyrology Database,NA,Johannes Thomann,poster / demo / art installation,NA,arabic;papyrology;writing system,NA,NA,NA,en,NA
